SID,bp_delta_abs_mean_W_C,bp_delta_rel_mean_W_C,bp_theta_abs_mean_W_C,bp_theta_rel_mean_W_C,bp_alpha_abs_mean_W_C,bp_alpha_rel_mean_W_C,bp_delta_abs_mean_N1_C,bp_delta_rel_mean_N1_C,bp_theta_abs_mean_N1_C,bp_theta_rel_mean_N1_C,bp_alpha_abs_mean_N1_C,bp_alpha_rel_mean_N1_C,bp_delta_abs_mean_N2_C,bp_delta_rel_mean_N2_C,bp_theta_abs_mean_N2_C,bp_theta_rel_mean_N2_C,bp_alpha_abs_mean_N2_C,bp_alpha_rel_mean_N2_C,bp_delta_abs_mean_N3_C,bp_delta_rel_mean_N3_C,bp_delta_abs_slope_N3_C,bp_theta_abs_mean_N3_C,bp_theta_rel_mean_N3_C,bp_alpha_abs_mean_N3_C,bp_alpha_rel_mean_N3_C,bp_delta_abs_mean_R_C,bp_delta_rel_mean_R_C,bp_theta_abs_mean_R_C,bp_theta_rel_mean_R_C,bp_alpha_abs_mean_R_C,bp_alpha_rel_mean_R_C
mn2392,16.833694226720525,0.24541511395766524,14.567007490426587,0.19076016980876803,12.15645455848265,0.10748394500993481,14.258374936233091,0.3155497001014751,14.324112636483123,0.32099293906618687,9.843383937627106,0.11556307881387394,18.17025721366211,0.42687187419066586,13.896332524993202,0.17383548260560433,10.070611471404947,0.07198103260064866,21.637691161326043,0.4474783831342046,-0.06685329197791381,14.020500888999702,0.07901984528700809,10.34567500171788,0.034571770540948926,13.421223978135023,0.3369837251706097,12.279146831679798,0.2694050904497433,7.56385317538562,0.09113495183504605
mn2393,21.778090115618607,0.3187374732845862,15.558584265292437,0.08361257197830263,15.814131428761424,0.12417167362700994,18.124894218805807,0.32775996307851485,13.421698977166725,0.12851239376203843,13.25678779366977,0.15269620102528408,20.814080164142815,0.4275221742593459,13.873762988391178,0.09497541823201669,12.977712456424364,0.08621521447429936,24.068911130850875,0.4813284735958037,0.16765177427559724,15.290140970769123,0.06574613195191618,11.48222823130611,0.029538961838015326,20.48445240106076,0.2953413876508468,13.647041785279965,0.08149658860198514,12.115237931847577,0.07865812141567842
mn2394,19.894918089153904,0.30855797852794653,14.892776642657822,0.10621790344787627,14.495364293316078,0.1402174051944983,16.354237558077454,0.3194482161386891,13.044450013801047,0.15903577325840837,12.514041522154614,0.1466402772793946,18.022515340978867,0.3901094092609135,13.558990945058424,0.1444894009532435,11.800164759020957,0.10143243269444956,22.15047160600175,0.4727670410945831,-0.3011748197218066,14.133597654886268,0.07659619318470919,9.623771744920871,0.028275784317233512,14.65843535438835,0.34758816274908827,11.820966351999493,0.18910165297693685,9.368739277155123,0.11195489873712573
mn2396,16.523151630626316,0.30990522866066167,11.800527180540556,0.10851382184374148,11.3497401179154,0.10614169231866626,12.326329015603463,0.2884330129685128,10.044942920971348,0.17066418415267212,10.21801009127282,0.17751111781858683,16.893342420960742,0.3830599462921037,11.951278678790567,0.12539124789937098,12.087676824101935,0.13480188051683245,21.059478123431266,0.44483292673657976,-0.634415923595614,12.966896000082361,0.06997466182592846,10.9063548353421,0.044957875660832154,12.958861460257582,0.353201567849682,9.360992776927302,0.1560968748982503,8.233668171030413,0.1235610258552284
mn2400,16.46457419507309,0.21302590783958925,17.007220886653258,0.25427376634005383,16.07485330087679,0.20884704093743556,16.05858929473819,0.2809417267690383,16.496607544654356,0.3093133807611712,13.84199405706359,0.16589796378441457,18.879206431455657,0.3610189711000002,16.717196408228826,0.22478111373169263,13.714402055267511,0.11401968819041303,21.540801187435616,0.3571695885275675,-0.3051063566555904,16.180467933655358,0.1083895261033469,12.71036208006512,0.04952011093597999,16.638529637594765,0.29007160742861,15.044250765887176,0.2120260143897915,13.664543478725458,0.1549259730137564
mn2403,18.426484809927572,0.2706291955381355,14.303975918033887,0.11021034616478545,14.917413170528818,0.13491708308901224,17.040003467528166,0.2659229203599586,16.28857569515981,0.22122796890468324,15.83911834110959,0.20957203892969123,19.752070891982772,0.36036521648513326,16.492368959591477,0.17497452372689404,14.304567419477701,0.1089431070885365,22.736695560829705,0.4136754245215549,-0.3535474314502719,17.50875235310038,0.12788187219311598,14.708301660449509,0.06796087008467844,15.033662578183288,0.284533329874352,13.651050086916872,0.20945734077499928,13.046182069387577,0.18708464569816555
mn2404,16.820727511792004,0.22373386162899048,13.46261169242839,0.09652083649747777,14.91877077812347,0.13515757450721985,12.516100010380969,0.32981049216072733,10.57632322038194,0.21307895204239416,9.358738933365327,0.1664776599609899,16.801725394869134,0.43546478066833133,12.819372957966555,0.17687753675589535,9.967329531150762,0.09913653130977537,21.311600602832325,0.4530276755714041,-0.2632717477156309,14.646569745775768,0.09950505968904644,8.775364070567022,0.026654685984689595,13.36325454457024,0.3853479151255261,10.656389109682399,0.21167951593861495,7.838858001757148,0.11210165549520985
mn2405,15.601651010871716,0.2547737223393671,14.37693845499526,0.20991203447866816,13.719368772477567,0.18258392176225174,14.510886430308062,0.29402406109188095,14.056568807408823,0.26536794204629455,11.8699761097938,0.16408319038238509,17.604166653113765,0.41371929189072626,14.187634519155766,0.19250056730681794,11.320436059785724,0.10222065788196738,21.17085546168577,0.4848847520030759,-0.2451953404364387,15.015608097720172,0.1222362967407713,10.560797452710098,0.04599381393665401,14.894866083328141,0.33712958430395834,12.889890021582952,0.2199019635615466,9.92481666164195,0.11045491034807815
mn2406,16.591023957296578,0.2756816399139618,12.868894983614402,0.1287179851181241,12.576641692884328,0.12649059435317742,13.996358937341416,0.3033270778670238,11.94258397610469,0.1876181438301208,10.844004689270426,0.14650886693405896,17.184561967406523,0.41242617085012817,12.916937789989483,0.1555438562071526,11.050519864417097,0.10440483963236584,20.450455441919328,0.43756112418566956,-0.07188723534162245,14.030686806576254,0.10229796024531532,10.775697824938087,0.050751530420344755,16.11482271796554,0.34998767105921463,12.505910631941381,0.16395618572125714,10.443413960529293,0.10466153420088398
mn2407,17.552469891513265,0.31570741303495414,14.223917476989065,0.1487545887050195,13.644601635061269,0.14985019570966393,14.596646274730352,0.3159993613660458,13.193024953493154,0.22944540337825842,12.358184061949924,0.1891584437698384,20.545148915547543,0.553937389556498,14.163713156261178,0.1304654407856809,12.457683171419152,0.09260288539358348,24.37961368939045,0.6205659875865313,-0.301471466460238,15.332938390747854,0.08039046096791219,11.277821843699053,0.035823022302565226,16.06490679656022,0.4951845233816129,11.082984486105822,0.158470362685676,7.925219867788284,0.07994441038615004
mn2408,17.65003720816424,0.18132022234517042,15.872177399444091,0.11582249760871165,18.368340669908967,0.213082297410706,14.889513422316206,0.3039496812279781,12.19147165681849,0.16756506261926374,12.102942244998864,0.16645867609827655,17.241491440643557,0.41354010979602257,12.662057171869606,0.14795229133890478,10.851421506656536,0.10625754826413483,20.49055037330074,0.43999111234116417,-0.27052242402376636,13.20904638125929,0.08476625057307643,9.394214984514061,0.03712161799947025,14.159996241330473,0.3254745004197876,10.86997519617566,0.15713678075247312,10.30264749669032,0.14054335242009552
mn2409,15.51880312412779,0.29655559604977083,13.757588969868783,0.21105058348737762,12.288754956550278,0.14972187929445438,13.981322052173848,0.3141119279787624,13.734301658205997,0.2940504639620947,10.905413878709036,0.15400446690663272,18.065132948123747,0.42676298339210594,14.559283318174149,0.19568873362004843,11.333831752745827,0.09542380525283475,21.428443151844366,0.44978081786703283,-0.3846706445341168,15.449756831685091,0.11832134497912516,12.900748642569711,0.06596647333189722,13.501835462605802,0.3286766870935953,12.247325794906441,0.24805541850083784,9.492675359228144,0.13219942848098334
mn2410,15.704755868810437,0.4033778312928039,10.806715088538711,0.1356887901618202,9.54304643658347,0.11465618291975499,14.991970246293025,0.47208022704771196,11.01108866278618,0.1897760072178913,8.005013376451906,0.10136980093453987,19.51346175525628,0.595517977216747,12.63505629962921,0.12745613353251037,8.406716224656432,0.050352081582204715,22.38727606399351,0.5771191213086485,-0.27692015453814933,13.046532502049377,0.06849544767556653,8.269133579897916,0.023131976578117726,14.84225395194458,0.41167454267772313,10.490016749258077,0.1613650721998155,7.141295027647753,0.08108095856118316
mn2411,16.897598367211444,0.27892617382195833,12.089258788864512,0.09968872214105445,11.77982562906854,0.09503715905794104,15.909528055671961,0.40592779631091913,12.249781672314787,0.1837092283181002,8.569693616850282,0.08031302713414024,18.025520764137568,0.4269316567159711,12.54428759563121,0.12689228105592223,8.0862419321502,0.0473834694456703,20.123202917878636,0.3960234340452434,-0.0847261048888853,12.371473246908016,0.0680064112929259,6.706028031567374,0.019038535506443136,14.418900610341488,0.39994680738353616,10.586075823538172,0.1852630764346533,6.931071201452542,0.0769860587899807
mn2413,21.27408493843463,0.30102226906934043,16.622741070725297,0.09964770191242059,17.889721330241514,0.14393948430557074,15.868499876375706,0.29335806780763457,12.912266177913313,0.14827396746461174,14.447417936437146,0.209383006389095,19.57237300473646,0.4078355372220888,14.22219610677453,0.120775483528654,15.117810765253807,0.14951210822230887,22.824974189468207,0.4413428164869496,-0.604285366700609,15.410795674915022,0.0808170702941071,16.311864761648277,0.0994283431681207,16.028590087784846,0.3265020665978241,12.269298540419845,0.1433847565089693,12.282058591435446,0.14650296506527474
mn2414,17.89792367642059,0.24489661901540502,16.14595640415205,0.169359737686459,16.929069316063565,0.2137366077709566,18.297080180690802,0.3226700415381401,15.754703531355377,0.18479133355534705,15.516751832527467,0.1787171355611039,20.97782192304196,0.46888391443869654,16.162421029837567,0.15910928787492046,13.731413885933605,0.09563866078040922,23.795759570285615,0.5020421584360676,-0.09116761041832874,16.4275763316291,0.0962980625554292,11.715840053006321,0.03687935671672331,17.621610212365702,0.4082950457996633,14.22637009410058,0.188584660364622,12.692353383704353,0.13436694141016897
mn2417,17.649792085700007,0.21109733384943358,17.9074716364934,0.2337986784671326,17.1665702143158,0.1923438110019882,18.173503485696237,0.23999462893475118,19.87142026039466,0.3455025859653541,17.56290651835851,0.20276011133361835,21.21842732817664,0.35722458686264236,18.578778799020967,0.20999165717981766,16.867682460863705,0.1372152195529407,26.05017736336165,0.41856074604419563,-0.5417954866278516,18.254405968871072,0.07330205358545613,16.449942893266222,0.05090004398890465,17.97953074445301,0.29916140071324326,17.50194260923718,0.2739724364610206,15.696810040124504,0.17975684424875862
mn2418,19.677946551923508,0.45942270877369207,12.488364458173226,0.09773615134603578,6.795191458903362,0.03392859603742489,11.189852593777873,0.3894323660177361,5.8945018112914,0.12238331100267898,3.049560852495542,0.06532522790333989,15.656181174870305,0.48181607550256195,8.748810450964724,0.10269402085307866,5.314080163651791,0.04696596425155746,18.677900255021537,0.45057743694454966,-0.3155702912153445,10.48920278273173,0.06936074833709749,5.441498525740233,0.021808576477053483,11.798067207266584,0.37944161524438785,6.557119642618059,0.12893158359709922,3.160006920352157,0.06060959123906474
mn2419,17.5566336920747,0.29192477359035557,14.455266910052387,0.13469493665276314,15.49142046359352,0.19776475532024873,16.216775938709368,0.3423477000753384,13.3309268907862,0.18515760777915147,12.34155534886265,0.15862397902984995,18.805341759387417,0.44758347826270445,14.523975689388198,0.16982568444513424,12.403661867613526,0.11004646060073056,22.149905767569077,0.511728941358545,-0.3959951829637018,14.969585517586017,0.10100364708553135,10.867156080770698,0.040809229336005975,14.161982086057082,0.32151717407449587,10.795237049563086,0.1545534040135331,9.397933764647274,0.12008042853919854
mn2421,17.78183476876061,0.3005248512186732,14.399455418927753,0.1386739002537851,13.218513566438881,0.1152145676815933,14.30431235237088,0.2957989530908529,12.783872879367534,0.20845398306457041,12.10385280222994,0.1796686577245606,18.57300479605616,0.4421026782172658,14.481549746193778,0.1733735547478139,12.173088375052737,0.11005846942496628,22.178828388474127,0.5196217035023639,-0.16575887580412604,15.53172620106254,0.11283314562241975,11.908873485995258,0.049987428342222,14.007073500256714,0.3643096509659659,10.62182985612562,0.16985272950981803,8.589435831399038,0.11138122810777713
mn2423,18.748153856158964,0.3480465489788933,14.02294152139883,0.13084957024846863,12.854892148976287,0.10149006583827808,14.3987637576121,0.3014042002599599,13.801098691700117,0.26440112928062115,11.17461105494308,0.14383052123207427,18.384555331514946,0.408381821062971,14.28660670873698,0.16653557761671453,10.928015005057057,0.07996722141761906,21.256501942069242,0.420914752211047,-0.08996794747887314,14.4488993011975,0.09077995396121559,10.043049531959957,0.03346504219613815,14.727486416746467,0.35085875981320247,11.60405219844095,0.17839942524056482,8.979101300952097,0.10009165425395354
mn2424,15.756331709269359,0.2690305694944025,13.034505236222007,0.14295603740402069,14.544080165125942,0.2208279143593591,16.011241122701627,0.35711051119871995,14.02573107430137,0.23067575297926093,12.231631472926306,0.15125642014137453,19.58523792904234,0.46655063858784324,15.790504973600232,0.19690458390964438,12.49601750256399,0.09616168299682859,23.183391020658725,0.49964625792557105,-0.013009836656607173,16.78306251130812,0.11756319271703418,12.574799443164995,0.04494534110929619,15.39268550372159,0.39013314291343354,12.494182645503805,0.20113915764298032,10.219539328053017,0.12646480191166876
mn2425,14.461953637229838,0.2518005017634615,10.63044119737563,0.10539019903792111,11.802704342259648,0.14573712886795195,13.510515100282424,0.3918373348232467,10.004366769756091,0.17396355014809745,9.188472629232168,0.14590602977006384,18.219279672300743,0.505653665146259,12.784049133637458,0.14585354460158823,11.448747813878699,0.11123723618094804,20.891776082962863,0.5332989778712628,-0.044705919808107446,13.84512909263571,0.10546899542748804,10.582432805462409,0.050506067630368745,13.274993952037109,0.4213775119888316,9.095290828764949,0.16100757059067988,6.874908287967664,0.10090534677468964
mn2426,21.07002182337532,0.2843169530039293,19.054825826700355,0.18713541734905564,17.7088154699236,0.14139914183755167,18.327718724191183,0.2241316600303051,19.871801649787354,0.3256380226267329,16.823044926559948,0.1611378149756906,20.539303968533336,0.3047294702567481,19.045231633065523,0.2283901952379433,15.54663495149615,0.10189429841810309,23.20410876016186,0.3308274240643631,-0.01808968830177884,19.180018330254924,0.13837009414591195,15.167629436943654,0.05542438072264229,18.021725060181474,0.2910503649363254,15.916058841755163,0.19664788504531486,14.449908549795314,0.1392971713744238
mn2428,14.316443288118483,0.2864699858043262,12.332922296538385,0.20439538058989257,10.499841557258339,0.1267935167783212,13.288325219876356,0.39457809945830435,11.526824407618111,0.2637602067112448,7.355794965737635,0.10213942794486876,17.552957251533012,0.49681330741619056,12.088237027523018,0.14817711868970387,7.442716990740203,0.05295528403810679,20.609237317063425,0.44090753085241713,-0.1520118613613155,13.23751667732714,0.08222886323267954,7.449009638012167,0.022108657818723197,12.339618812644344,0.38010803252174613,9.7179824868272,0.22285851370458773,6.207785881809327,0.09993849602222223
mn2429,14.491302426457809,0.24127437305835164,13.19586956961611,0.20522565143416782,12.331720607670256,0.16385079098592814,15.481547687466316,0.3265272372367052,14.624863967669876,0.26669026765744763,11.720043732450831,0.13709952210903184,20.040851423060655,0.43632472745944506,16.443352421759215,0.1935555472306555,12.996453981893081,0.08980887536944439,23.454450874138296,0.4794486735761177,0.11991496760685003,17.483338996918903,0.12522819401355137,12.134952769353026,0.039332771411880914,15.321333147513311,0.3468524346188581,13.721027971862997,0.24281813798900304,10.969745618239271,0.13047749803113204
mn2432,14.892448976863353,0.26028912186002384,10.564354943307638,0.09755085460385082,12.488935884581448,0.17871406049747876,14.421290927348473,0.3500338423115122,10.541219327706758,0.14433936665056932,11.273844762743952,0.17439869164599028,17.58483164003394,0.44931491161774023,12.1291174863325,0.1300014427466234,11.298132681554685,0.12010862877196578,21.345988388827976,0.5028672685330153,-0.11802241812891501,13.553043325553197,0.08503773968161517,8.23568236534175,0.02599377343138185,13.183968605455728,0.38206641990197615,9.172161177968217,0.15237577202638214,8.223676736578339,0.1252247174408499
mn2433,17.15193607881897,0.26133732614380556,14.491061279634732,0.1697424822402921,14.656502552338498,0.1528071490232346,15.729003179292016,0.3362721020493994,13.952310292878925,0.22572831788651493,11.982219316548223,0.1436963512740214,18.340510219251886,0.3909680933150719,14.916288129345054,0.18157468162121013,12.047311582966728,0.0962155791308336,21.253012728991663,0.40232849829999245,0.054185165361878326,15.441709024577737,0.1087635776750064,12.424578537828722,0.05381757015365493,14.321069565101666,0.347051406249758,11.533894166719332,0.19617551277954784,9.367505342797108,0.11549522852563597
mn2434,13.489521723154219,0.21045171023241702,12.1687147317572,0.15944673666955367,13.38012207379003,0.21386414193279002,13.338883348271976,0.2957805517663864,11.617913292674652,0.20004761695588769,11.29588410591544,0.1878355427369227,16.391781781538512,0.3768995755847614,12.138783731348711,0.147149613241518,9.692323377490093,0.08821737340703316,19.20804729066176,0.36332875125251124,-0.2266887343210795,12.403287101138606,0.07893077736556506,9.583015626430905,0.04350241255987991,13.624468024187726,0.3092187625602212,11.476026396562775,0.19426579867183189,10.26594224885006,0.1494421551639594
mn2437,18.12939828579983,0.2650289874374637,16.58589688879473,0.191897479497361,16.573557823902963,0.19908001638347406,16.592308185685052,0.3031676384547089,16.230123564021397,0.28036729592885085,13.28283195268019,0.14390993540650687,19.686959315229647,0.392717203453934,16.537578532381602,0.19551769033956712,12.955117133049605,0.08881008251566816,23.323623450634738,0.41791104610015956,0.004194665088503994,17.041258506888507,0.10106252867221663,12.41519114379294,0.03516115103350248,15.734219046409768,0.28521647804516204,15.099002160741561,0.25098914571539604,13.352735710600276,0.17068952182089098
mn2439,16.145642446980972,0.2574458995396704,13.278173941308285,0.14399392914548356,13.105021760929803,0.14341789613709977,15.936840786678793,0.3850707559352458,13.151569692102058,0.20583857445759157,10.745531011012522,0.11871318478238327,17.93030922433932,0.39660706279273567,14.06511793590419,0.16984254695591197,11.542862922513507,0.09579011030221386,21.10296465192279,0.39359486074913225,-0.3987752724709149,14.615471214801204,0.09125426108986734,11.635298482546323,0.04666706307968519,15.008786291969214,0.401852921500027,12.222241449986935,0.21808603020253842,10.090529762081504,0.13615830879469432
mn2440,16.228442190466755,0.28172397987449865,11.30267207756838,0.0987954030015657,13.12767678857701,0.16684064853039982,13.125503338376934,0.29672899814239256,11.341140264406267,0.19862694731055863,11.851993440071096,0.22860905581322036,17.321232296299282,0.39756038089507734,14.06800298405327,0.18906585305579549,12.410072804626987,0.13410998555514556,22.75343641297446,0.48167280361647563,-0.5117325253881819,15.580085029349512,0.09426288234267342,11.453001520198411,0.037688985108766525,14.668336021005421,0.39701237635814085,10.528487343400473,0.15912627481455377,8.96760952888596,0.11621715899511949
mn2442,18.78885854590894,0.4403983148513128,10.977778423710056,0.07788603081412739,8.158464301694083,0.04412359879174875,11.859459431646549,0.42168394064185366,6.630480839922575,0.13061325889441489,3.8996015916722495,0.07031637691090309,15.073637913720502,0.4936810920508202,7.9047914213845125,0.09842515843300478,4.839074414741344,0.04877380677161455,,,,,,,,12.305463143237569,0.3863315095280401,7.394374775763295,0.13935536616610747,3.383950895739578,0.05720922879321755
mn2444,16.75041789356542,0.31897361429180393,12.033615583186148,0.11440580828542406,10.71570759612333,0.09108347576680105,11.994020492841027,0.2953199401215189,9.155938711473373,0.1633926819654155,7.438331124880604,0.11526115019347215,17.164894213659792,0.40416347447851186,11.164416013705397,0.10964066619348188,7.954195164709855,0.055275302827349715,19.683187045197013,0.3797057226085943,0.28551878473876535,11.571253425912442,0.06087920661688024,7.8348841883546845,0.026793655904116705,14.683145501157862,0.33426133761647836,9.079693333083995,0.10479134616986502,7.285066129785805,0.06752820995439462
mn2451,17.154441849439895,0.44479798391789266,11.52948441038668,0.12797178297787334,10.18878873980135,0.11332273144052137,15.978302324278848,0.5365285214547517,9.739134049827893,0.12884521296032045,7.028364119998877,0.07340555916441857,18.582239506533995,0.5937287028258936,10.680115117208574,0.0989055646441708,7.10548508790487,0.04552648902811408,21.119124636076943,0.544859484100008,0.6590107341655908,12.017531929654405,0.06855192522603926,7.327807850491539,0.02350766516610342,,,,,,
mn2457,21.610052483979224,0.3158564611797306,17.593135165083595,0.15090986964050568,15.14751519044752,0.10018115188454824,23.16254339711558,0.326350772305585,19.29486380029118,0.17376942554003807,15.838521205225822,0.09113425647582822,22.96171181587717,0.41389930594820823,17.79631546024633,0.14330002315082713,14.333952184026886,0.07272868629858543,,,,,,,,24.226706576372145,0.377254005829728,19.011641215146316,0.13868617813214568,15.205625148991485,0.06839745816970233
mn2458,16.9180159549213,0.2842017182499506,13.788128468765231,0.15313685910643365,13.669323368560796,0.1588074459605045,15.46965895129681,0.3471873821111676,14.058779241192669,0.2522775933852745,11.857270360666464,0.1550192735909373,18.330745119507572,0.4155840637474128,13.887920236164183,0.1588102211675305,10.737845518299064,0.07920791821261358,22.068724333018416,0.45124007999192317,-0.7697112853932733,14.542005654559127,0.08320398450672489,10.935639938087602,0.03689525072238676,14.79565270769909,0.37409707343543463,11.406865002813946,0.1830734402780439,10.267687023244711,0.143399995877958
mn2459,18.412615396774942,0.2680099083539143,13.477301424625338,0.0943755915872096,13.991625599341795,0.12068215219091898,15.010193337498897,0.32630522093715764,11.597707855632011,0.16311365119464954,11.595824047436698,0.1651026724157939,16.91264450681417,0.38297300344927904,12.467593055437785,0.1481759559512434,11.483099508661427,0.12313357494533128,19.844177018874863,0.44239042075490104,-0.08953756007042117,12.461931033507133,0.08313100754669582,8.850585092816553,0.03671625386236139,13.312938581998077,0.3531232300338743,9.173279510385612,0.14694188639832242,7.857343540197045,0.12133711421311633
mn2461,22.528030624041442,0.48436504713398304,14.458533657647031,0.07938542187705634,12.690882644659151,0.06163466430558522,12.457227018699102,0.345246130627291,9.834226959933286,0.1883327885498429,8.152529018625376,0.12831863918984301,17.363372344880453,0.4510618690240765,12.65094278008655,0.15752605625687902,9.602444946643189,0.08086012730746704,20.930913348223374,0.49430651164564465,1.4576317012826543,13.340496849823124,0.08786184234246751,9.275074068090635,0.0345003913477872,13.364065461532668,0.3963897415785801,9.024388077470666,0.15537657143225558,5.878425414958119,0.07576023252885766
mn2463,20.60449906386056,0.29366773871656726,15.332022870431086,0.10226189305880055,15.414574771712807,0.10651777002570055,12.452243805502748,0.2670032498827021,10.533044522906435,0.17211880625526524,10.85110842134111,0.18674608493239078,16.29806648775074,0.2933916093918481,13.336963322986009,0.14922315400671904,15.026075519787346,0.22709172605872802,19.069326176586905,0.3748779099201411,-0.9279633906822173,14.602704941866463,0.13512137226767587,16.57651863689105,0.2128698406837857,13.389796849661272,0.3626132163286868,9.499732878810624,0.15891649729114468,7.420942885309349,0.09781842698118348
mn2464,16.897779004253845,0.3201330633843793,11.089686486743807,0.09153170724099212,12.029058819165915,0.12842704693448884,14.752102791618118,0.4003046938127456,11.171725772952659,0.17648797195043625,10.472193715321634,0.15194212377078534,16.367575708955826,0.40337549029359127,12.372354305169512,0.1707573802256796,9.4915878345696,0.09444779185121223,20.28676295806946,0.44050278713181007,-0.23716830873530173,13.322170066689177,0.09040982562582521,7.1149138847449445,0.022011728473603942,12.663540123631028,0.3111813004681015,10.025772460122445,0.1948192679685493,8.209731468626302,0.12758197377143576
mn2465,16.30335160686099,0.2728205244568304,12.099745313136742,0.11515476357115184,11.890727917734925,0.11358540421263925,15.014851171623471,0.3671285799752977,11.773424798253938,0.17915391793311664,9.46029204785483,0.10678845651201292,17.970636288259982,0.4679620089619613,12.379976338104784,0.1352258508485232,8.802047652876084,0.06139785005306466,21.548908168093554,0.4904138850290462,-0.20808288920212212,13.399834585851975,0.07621382994187083,8.501340508592566,0.02541643333063971,13.318030538332188,0.34877500393611716,10.77952786347034,0.19785800019401953,7.7190700867910245,0.09899971354028363
mn2468,15.550837896997589,0.26798884635714093,13.538700662845503,0.16479275266432675,14.243206224073155,0.21623908534802005,13.55827994832662,0.30778075487228485,12.287670263341262,0.22999092455932724,11.723383459702688,0.2037447503346605,18.22177657820473,0.4271005654845983,14.39810395444326,0.1809493177838119,11.653609878198207,0.10059263564533952,23.15397667531194,0.4534025914815196,-0.45148525465454237,15.17075883779307,0.07548933375455996,10.69594801499846,0.028161933802649964,13.38578111510833,0.39272298868323646,9.835025707633179,0.17604464179203086,8.860517300177,0.14507292622306955
mn2469,12.387366473457146,0.2605041476674137,8.75266521721397,0.11961413645082974,8.971705784901918,0.1282720785869594,11.83484584705567,0.35984750773328633,9.3029415705634,0.1995793369031875,7.526205595882029,0.13339599288527942,14.767960478130254,0.4179592463392548,10.513559040460516,0.1598141302382035,8.064003180934675,0.09478304462489882,18.370618485619783,0.389879022441536,0.6007611489991584,12.042625553954615,0.0926608942360853,8.987725773978665,0.045752861906014096,10.994414908405608,0.3096648714257467,7.968172816413552,0.1617240348284836,5.957748506716961,0.10210762159235853
mn2470,18.693517003511253,0.21321786779947235,19.47071731633664,0.24649304109364192,18.06842153541721,0.18040945746292716,17.26600715408904,0.2802901503344681,17.26598419595673,0.2833791093761187,13.919533989750503,0.13090039443673676,19.889857585510907,0.38029585941597993,16.14140634791542,0.1669426608572268,12.364676850015158,0.07432580463044226,22.548854903622402,0.4323369621337731,-0.241677852412781,15.311144355549024,0.08475579364955182,10.633780506189941,0.0301807828730164,18.201697925549503,0.3216678962596818,15.261594128586681,0.16514651568997146,12.710208158258478,0.09559455777597886
mn2474,15.691026894228527,0.27224929230488437,11.304986095267562,0.10980236819349933,11.721978212161147,0.13295417650067656,15.093872918710856,0.4584531188680765,10.719095004299197,0.16732082745722038,9.894102992284036,0.14037176674968144,18.112586838621098,0.5116849421186285,11.968475322719858,0.12906602017588073,8.738619294466178,0.07208355905970051,21.27664838647926,0.48589130786098983,-0.2296856395982269,12.765677469404144,0.06946515874511147,6.703427456895091,0.017947072837056287,12.133169870447738,0.3870024494546175,7.697934425387231,0.14443630274015598,6.7180540984760535,0.11823882683543618
mn2475,18.936383883074072,0.3411768827799295,14.137626987253977,0.11560924375502978,12.998421758998896,0.09512023325058279,13.596611602696788,0.33316361369158026,10.608005112207579,0.174672588646754,9.62727572846946,0.1371259777476713,17.77624817712807,0.4463030049267601,12.973857423596073,0.1517082133464868,10.601500158782347,0.09096268221897814,22.072523095456603,0.40853199329713563,-0.30641747904867334,14.722310888116256,0.07768142751498942,10.444603495282886,0.030137935428845186,13.903651806191666,0.40875916814239105,9.00603872113269,0.14042215787541937,7.030818698120418,0.0908631239165471
mn2476,15.021485732795849,0.26512745844265895,11.805968328008468,0.13469709611076686,11.868971150094975,0.15257501825966888,13.711436817707396,0.30206291806782776,11.970082313286508,0.20409449440927585,11.40160106370166,0.18610751236718212,17.78027109945217,0.4136526717515435,13.625524156468925,0.16046143882480415,11.299713541420763,0.09772531806633024,22.39592253726978,0.4355466728798325,-0.09593825254111311,15.033059162619335,0.08343770308498694,10.504470445405074,0.03184141682707003,13.929498062745685,0.39265563237199425,10.26365969213457,0.17087950134815316,7.208896141539639,0.08586194536639147
mn2480,15.895270209407322,0.26937315185855787,11.399050266662334,0.10424857180418669,11.55824268821522,0.11446463331097274,18.325954020386988,0.4174275969631597,12.35875196942637,0.11445884871459477,10.170089667322515,0.07130454320895961,22.175081141787814,0.4734636503700548,14.068909979492721,0.07872264320596527,11.974908030984283,0.050417901754755794,25.201495551586042,0.5372747388149092,-0.10686530047542973,16.313564903019124,0.07287474677334022,12.796300526203249,0.03369351467934193,16.725278375849427,0.36394086050082153,11.818003146033682,0.12726448251463296,8.011223828904443,0.05316131918196095
mn2481,16.220462387063442,0.26677733878913773,12.0159688622188,0.11446464677572556,12.36918569566372,0.12295585310714925,13.397254977214656,0.3304052919636715,12.787945723802606,0.2956355885018904,9.683545935451678,0.14436628562236625,18.012076733446428,0.4567737596722605,14.512219263357302,0.21008011196228604,9.193297454148295,0.06503607450555629,21.564607328293462,0.47221070298748263,-0.21240043911861192,14.666538833452469,0.09997635911961242,7.621839031935486,0.020117819893847703,13.429206283318342,0.3867788256927714,11.66083321327533,0.25794694701392895,8.611086514738199,0.13075586673015852
